,price
35183,891
39348,1073
28783,681
52534,2530
32897,810
7697,4276
4518,3634
34714,874
44959,1636
3954,3504
44483,1597
42142,1280
28261,357
41772,1246
36039,923
51965,545
17470,7010
9207,4552
29946,445
45215,1656
39011,1056
50429,2261
34878,878
13366,419
33874,844
40144,1116
31451,765
5972,3950
13214,5458
5969,3950
208,2779
859,2871
53670,2709
19963,8513
34480,866
31863,776
41972,1263
35320,897
6908,4136
33480,828
32412,791
9654,4642
50578,2279
8169,4362
33800,842
5576,3862
4623,3665
13484,5535
12381,598
42459,1316
46441,1772
37998,1008
36873,958
42091,1273
42535,1323
18420,7487
45446,1673
7098,4167
43972,518
19163,7920
50173,2220
15428,6177
52794,2569
4090,3534
46252,1754
1723,561
32588,802
46549,1781
43494,1422
32560,800
43260,506
7992,4327
11297,4979
38672,1040
39578,1082
6801,4116
40745,1163
50871,2313
34755,876
41197,1203
36639,948
49314,540
42850,1356
17169,6856
8022,4332
8249,4375
37591,485
50990,544
29360,698
15334,6157
22723,10739
15761,6301
47628,1882
38720,1043
45536,1687
10867,4876
14828,5973
39456,1077
14773,5946
9923,4691
32899,810
43259,1400
21039,625
21553,9658
48198,1948
7196,4189
32733,802
47670,1882
13858,5645
18292,7433
10499,4798
50680,2288
42318,1295
35616,473
42913,1363
7357,4216
10327,4765
40976,1181
11178,4953
7054,579
39673,1087
9183,4544
52510,2527
8384,583
33733,839
15771,6306
10303,4761
40539,1148
43168,1389
39122,1061
10374,4777
9495,4608
14213,5761
46784,1805
30841,743
34937,377
15333,6157
45176,1655
43464,1417
49638,540
34482,867
6784,4113
5522,3850
12899,5373
34681,873
22155,10197
34505,868
50028,2197
48592,1995
22481,10508
51143,2343
23474,11473
41854,1255
48022,1922
23372,631
31732,772
7209,4191
20101,8576
24050,634
12092,5163
13296,5491
53189,2632
6094,3975
36416,942
28961,435
16647,6654
44652,522
20730,8975
43979,518
23320,11364
36136,928
40145,1116
50080,2203
9273,4564
44759,1621
19780,8348
46601,1786
13374,419
52772,2564
40178,1119
3824,3471
45263,1662
32435,792
47835,1906
265,2792
39739,1092
35467,901
4190,3561
13083,5416
41174,1200
51956,2442
43501,1422
12058,597
24383,638
6542,4072
44228,1572
10624,4830
52480,2519
52966,552
46671,1789
18006,7282
5286,3799
51674,2398
3077,3312
13376,420
6288,4020
4619,3664
8364,4399
3074,3312
51001,2326
12565,5278
42690,1337
20463,8808
17659,7115
9758,4661
15327,6153
35699,911
42258,1294
13425,5515
45889,1720
21902,9972
40225,1123
44130,1560
51625,2396
32398,791
43639,1433
39103,1061
5419,3822
22035,628
45448,1674
30175,721
9240,4559
37503,984
11401,4999
36143,928
33094,815
45717,1698
37287,485
19916,8464
3541,3411
14545,5872
18636,7603
21157,9314
40194,1121
21910,9979
36192,931
3774,3460
19940,8488
50791,2304
186,2777
32677,802
48601,1996
43372,1409
9004,4513
49106,2064
46139,1745
48530,1986
53640,2703
42734,1343
12255,5206
13193,5454
20384,625
50293,542
39197,1064
53235,2642
32503,798
46120,1743
33043,814
18907,7759
31763,773
53312,2650
16979,6781
6855,4125
30531,734
46747,1799
15112,6073
34223,855
8036,4334
10752,4852
34061,851
23310,11351
32804,805
4546,3640
8784,4469
40675,1155
46101,1741
29479,702
47180,1836
32405,791
15285,6133
51722,2401
16731,611
8596,4441
49015,2052
37387,982
38764,1046
8914,4494
7493,4239
50636,402
16256,6503
49688,2145
11082,4925
30465,732
38195,1015
5513,3848
44975,523
34202,854
16381,6541
37219,975
20114,8580
37193,973
35375,899
10267,4751
14380,605
37989,1008
14372,605
20333,8736
30477,732
44476,1595
5923,3941
1474,2984
42667,1334
36636,947
48081,1931
8073,4337
39053,1057
31690,770
14979,6033
48226,1949
35395,899
13947,5674
17955,7257
31483,765
42261,1294
38675,1041
11107,4932
22153,10196
53630,552
42639,1332
48097,1934
15149,6089
11340,4989
47248,1842
50538,2275
38148,1013
32972,811
4635,3668
36245,935
1705,3036
4618,3664
51330,2362
22091,10113
35265,895
45730,1699
42387,1306
9657,4642
48945,2046
5104,3758
36263,936
2088,3112
39974,1107
48465,1977
35896,918
629,2841
27923,658
37496,984
8628,4449
30423,730
9764,4662
7115,4171
21243,9391
50901,2318
5011,3745
48620,1999
10123,4719
37215,974
16629,6649
53506,2686
16887,6740
51969,545
52711,2553
41826,1251
50077,2203
40091,1114
52495,2524
53006,2596
53180,2631
33561,830
19264,7991
39283,491
31521,765
19367,622
51059,2331
52779,2565
16974,6779
32434,792
12707,599
5563,3858
21465,9562
2469,3192
15661,6279
44199,1569
51700,2400
32074,781
15067,6056
16895,6743
11342,4989
4040,3528
8197,4368
8284,4382
19133,7900
33273,461
158,2770
51233,2352
1553,3003
47367,1846
35489,904
46028,1728
11452,5006
40821,1170
50989,544
39002,1055
13330,5502
29282,436
1327,2960
19086,7861
37762,999
357,2805
35500,904
35856,917
1217,2939
19900,8449
28853,683
46934,1815
21941,10012
796,2862
22772,10796
2178,3136
22093,10113
17569,7074
36186,931
12250,5204
48967,537
37142,972
36966,961
19345,8044
7621,4260
48470,1978
27874,654
7602,4258
21090,9260
32241,789
32821,805
17392,612
51867,2426
7825,4296
52665,2550
13787,5621
7138,4176
13473,5533
20707,625
45258,1661
48716,2010
15652,6277
44034,1547
29603,706
30834,743
17085,6813
2640,3230
36754,955
48515,1984
4744,3682
48446,1974
47355,1845
5728,575
44478,1595
46557,1781
39829,1097
52849,2576
47459,1857
5792,3905
37129,971
44937,1633
32012,778
676,2848
14378,605
15872,6350
32541,799
36883,959
28395,668
37850,1002
26364,645
45135,1653
29822,709
22097,10122
40288,496
15178,6097
13906,5661
36019,921
37181,972
14929,6012
30951,449
42960,1364
43304,1401
35801,914
8190,4368
5857,3920
18984,7813
45678,1695
48821,2028
35955,475
15915,6364
10702,4847
47098,1826
1204,2936
8732,4460
41030,1187
44908,1631
20280,8702
39392,1076
11133,4939
17433,6988
53913,2753
3630,3431
50330,2241
848,2869
20002,8541
12653,5299
28487,672
33898,844
37122,970
5962,3950
2935,3291
38970,1053
22774,10797
53532,2690
28454,671
43342,1406
36913,961
21932,10009
16902,6748
1960,3089
12830,5351
8948,4498
19071,7848
19023,620
49642,540
40440,1138
30024,718
45112,1650
45600,1690
10711,593
20398,625
38450,1028
53870,2744
1135,2921
44722,1615
45039,1639
36771,956
47547,1872
34491,867
16923,6755
35583,906
4209,3566
36356,939
49389,2103
35088,886
45167,1654
36017,921
22934,10976
2415,3180
53048,2606
34718,874
11302,4980
131,2764
3776,3461
20352,8749
12870,5364
44574,1607
32694,802
19290,8011
32337,789
22802,10825
37767,999
7942,4319
31465,765
11361,4995
11081,4925
47905,1914
42010,1265
40729,1161
10930,4895
53717,2720
12155,5175
4678,3672
44730,1616
41108,1195
52460,2516
30683,737
7675,4273
36172,929
22092,10113
39774,1094
41013,1185
36717,954
49712,2147
28644,434
40704,1158
21100,9274
47551,1873
6368,576
11461,5010
52633,552
10842,4872
46704,1792
16825,6710
39184,1063
14347,5808
4004,3519
678,2849
18944,7788
7053,579
52075,2456
21549,9651
41885,1259
28449,671
21662,9760
10929,4893
10840,4872
4196,3563
49098,2063
7200,4189
30384,730
46507,1779
28419,669
23182,11190
32216,789
53936,2757
36470,943
21351,9494
27377,647
36525,945
2483,3194
14217,5763
28405,669
15988,6399
9244,4559
7020,4158
43740,1438
46605,1786
39256,1069
20311,8726
45718,1698
43936,515
38607,1039
30985,746
14577,5884
3836,3472
16484,6587
32711,802
21720,9789
12915,5376
48060,1928
4152,3547
20420,8778
43786,1441
8158,4360
33016,814
17769,7155
48698,2008
16196,6471
36033,923
14607,5893
52619,2548
40072,1114
37340,981
37954,1007
42976,1367
9721,4653
30318,726
37344,982
47542,1872
30212,723
30592,734
35154,890
14854,5983
29914,713
34533,868
50530,2274
33223,821
2932,3290
14166,5747
29621,439
11301,4980
10063,591
18466,7513
9328,4580
53044,2606
8792,4471
16774,6683
20718,625
6334,4032
36807,956
35764,912
47480,1861
45189,1656
1795,3052
16511,6597
30598,734
40089,1114
13306,5497
6797,4116
1265,2948
42947,506
50207,2227
16150,6455
8737,4462
43444,1415
47091,1825
1425,2972
12288,5217
41266,502
30589,734
12649,5296
44833,1624
36144,928
36714,953
23367,425
36863,958
49504,2120
49175,2074
14551,5880
32048,780
3375,408
15808,6325
3484,3398
11219,4961
31594,367
3069,3312
4649,3669
29273,698
36359,939
43602,507
44920,1631
22504,10543
42595,1331
2670,3238
27934,430
9113,4531
29310,698
46134,1745
36693,952
7708,4278
41694,1240
14060,605
1995,3097
53179,2630
23061,11090
2979,3299
11851,5102
51053,2331
30244,724
28959,435
3752,3454
12313,5221
39918,1105
6599,4081
4937,3730
30617,447
18228,7400
5127,3763
45702,1698
35424,900
19377,622
40012,1107
39553,1080
35908,919
32523,798
50798,2306
21872,9936
43857,1448
33293,462
22413,10437
21962,10032
22080,10099
46926,1815
50368,2249
12703,599
45598,1690
9081,4522
9842,4675
39539,1080
34183,854
36837,957
35263,895
23441,11434
9527,4617
36210,932
41555,1237
22758,10775
14140,5736
923,2881
8990,4509
10281,4755
19751,8317
17646,7108
37705,995
21519,9618
14417,5821
46235,1752
48963,537
51304,544
19819,8385
18518,7549
33777,842
18096,7318
46838,1810
40701,1158
1019,2902
50537,2275
43645,1433
52893,2585
43333,1404
11393,596
33322,827
18830,7715
5593,3868
47796,1899
52557,2535
35075,886
44648,522
47050,1821
44025,1546
34644,872
45942,1723
2561,3210
28609,675
44418,1587
13454,5524
15760,6301
4272,3583
34177,854
49967,540
13192,5453
22586,10640
28287,367
44805,1624
16146,6451
10507,4798
40550,1151
53655,2706
41730,1243
4740,3679
17296,6931
40959,1179
38225,1017
12431,5242
40292,1125
49948,2189
707,2854
10586,4821
18917,7766
11602,5045
17058,612
39367,1074
37664,992
9420,4588
19027,620
8287,4383
39178,1063
15727,6291
32834,807
29263,698
43112,1385
3709,3450
40831,1172
20534,8858
16663,6662
42134,1279
47837,1907
11674,5058
33546,829
30646,736
790,2861
22186,10222
50152,2215
27361,646
35361,898
48624,2000
8406,4401
46382,1763
40254,1125
22255,10309
52850,2576
18667,7632
13835,5639
5255,3792
33538,829
10972,4907
50062,2202
20865,9085
39651,1087
27832,651
31300,758
15154,6092
5984,3952
40650,1154
52628,551
38418,1026
34799,877
14831,5974
19775,8346
6631,4087
3010,3304
2193,3139
14115,5723
15242,6121
53599,2700
431,2814
34447,864
1676,3027
53386,2662
39089,1061
49049,2056
30333,727
48243,1951
8674,4455
5075,3750
36262,936
32255,789
32688,802
29159,693
28337,666
12018,5151
29165,693
46054,1733
38676,1041
33883,844
16590,6626
22412,10436
11364,4997
73,554
46041,1728
50940,2320
47433,1853
18695,619
47163,1834
1911,3080
44657,522
622,2840
52148,2470
33524,829
15062,6052
19721,8294
43474,1419
2212,3142
11127,4939
30669,737
33281,462
39857,1100
6041,576
3365,407
32383,790
39464,1078
42813,1354
13741,5602
34411,863
35619,473
8505,4423
33530,829
16261,6504
30766,740
14371,605
29887,710
25040,641
51928,2438
48324,536
52767,2563
49036,2055
40227,1123
33489,828
48274,1956
48204,1948
14508,5860
37898,1007
10763,4853
42233,1291
5296,3801
40259,1125
21172,9331
19454,8100
20801,9033
2031,3105
16009,6405
43353,1407
31161,755
53107,2616
43045,1375
51358,2364
36813,956
43341,1406
20465,8809
11193,4956
14152,5741
21976,10046
33140,816
46125,1744
49541,2126
47757,1892
15923,6368
3192,3343
38316,1019
48479,1979
39165,1063
50570,2278
29193,694
34153,854
2633,3229
23702,631
40966,1180
22090,10112
8824,4478
1600,3011
16437,6564
45490,1679
18141,7349
14165,5747
50234,2232
40232,1123
53549,2693
19084,7858
50582,2280
28400,669
31450,765
32482,795
10830,4871
42755,1343
17210,6877
48820,2028
28527,675
2744,3248
19937,8486
5504,3846
7669,4273
21530,9627
1042,2907
30163,720
15146,6088
23522,11527
11833,5096
43258,1400
30422,730
53344,2656
9927,4692
16857,6727
48308,534
28502,673
33653,834
8385,583
4098,3535
28026,658
42832,1356
10607,4826
13277,5486
41849,1255
13686,5599
53690,2716
28217,666
36486,943
20440,8794
12546,5270
46358,1760
50624,401
16268,6505
15351,6163
35378,899
51748,2405
14291,5786
36903,960
51052,2331
8293,4385
39584,1082
51377,2367
45447,1673
22945,10993
32906,810
38587,1036
9110,4531
34534,868
29567,705
38437,1026
3373,407
2597,3218
38455,1029
45673,1694
33998,847
3084,3314
37026,965
2208,3142
12414,5236
29450,702
12330,5226
30387,730
42482,1318
34599,470
49815,2166
28179,666
6159,3991
38114,1013
51494,2381
20197,8638
12912,5376
23740,11790
5920,3940
39424,1076
49993,2192
31381,762
28370,668
6603,4081
2495,3197
16757,6672
6195,3997
8459,4414
49002,2050
10784,4859
10060,591
10679,4842
9931,4692
46535,1781
34913,880
16440,6565
44021,1546
49769,2160
52556,2535
43330,1404
11859,5105
14544,5872
3361,405
52629,551
50352,2246
46819,1808
48333,1959
25048,641
2059,561
48772,2019
48846,2031
31082,752
13752,5606
46740,1799
17036,6805
4724,572
4183,3557
29097,689
38031,1010
159,2770
51948,2441
19064,7847
50088,2206
28313,432
37622,990
45516,1683
36266,936
19045,621
21579,9682
9686,4652
12894,5372
13000,5404
3036,565
34626,872
13100,5423
1030,2905
16164,6459
52793,2569
17589,7080
15298,6140
7203,4191
47157,1833
45479,1677
12612,5291
47844,1908
20492,8827
29195,694
4669,3671
48117,1937
23324,11368
17886,7219
28559,675
48534,1987
7933,4318
52963,552
40364,1130
33092,815
50288,542
43829,1444
23657,11703
2798,3261
51236,2353
2911,3285
21538,9641
43685,1436
1403,560
43723,1438
13420,5510
44993,523
1162,2925
11762,5080
34784,877
6751,4102
7216,4191
19104,7870
30864,743
42576,1328
34102,852
21854,9916
42380,1305
37487,984
2470,3192
14059,605
4992,3740
36890,959
49112,2065
22861,10897
13995,5698
46050,1732
2737,3247
23739,11786
11434,5005
23096,11118
50362,2247
30340,727
7457,4234
8192,4368
9711,590
14870,5988
38713,1042
40127,1115
11843,5100
23030,631
21682,9784
17475,7016
21120,9283
29199,694
93,2759
33366,827
25683,642
19289,8010
29924,713
32605,802
41646,1238
9975,4703
30740,739
7417,4227
48737,2013
6758,4105
10173,4732
23646,11678
6553,4072
48916,2041
10669,4839
2398,562
304,2800
15197,6104
42294,505
22369,628
38818,1047
48866,2034
36751,955
43869,1449
17690,7131
37909,1007
24701,639
1677,3027
10599,4824
46524,1781
6590,4078
2770,3252
12269,5208
31453,765
20697,8973
53157,2624
28592,675
43816,1443
29209,695
2407,3179
2298,3162
16098,6435
52282,2493
2559,3210
52343,2498
49765,2160
36471,943
41129,1197
8071,4336
43548,1429
53214,2635
17017,6794
13624,5576
1072,558
51460,2376
16451,6569
23536,11540
147,2768
31371,761
39438,1076
17454,6999
20378,625
51196,2351
11343,4989
13417,5510
5372,574
47747,1892
34481,867
16220,6484
37795,1000
28580,675
17294,6930
13157,5443
14444,5832
37411,983
8441,4410
7014,4158
2011,3103
37102,969
37590,485
38529,1033
4742,3681
21448,9549
13116,5430
12636,5292
46702,1792
23778,11838
47601,1878
19794,8362
8407,4401
32535,799
19559,8190
15176,6097
9892,4685
16053,6412
17871,7211
36085,926
7945,4319
36900,960
20662,8950
10296,4759
9415,4588
7693,4276
4473,3622
52349,2499
5768,3898
7767,4284
40907,1179
53305,552
53243,2644
12756,5322
51692,2399
10162,4729
48351,1962
46889,1814
32614,457
1919,3082
51840,2423
24362,636
21494,9590
22419,10445
6383,576
6387,576
18679,7637
5754,3896
52996,2596
20829,9057
2656,3234
10157,4727
39383,1075
10847,4872
68,553
21165,9324
386,2812
31178,756
17616,7094
16849,6720
40660,1154
5516,3849
25357,642
13025,600
6529,4068
31644,451
13038,600
32600,802
32982,811
20249,8680
36400,942
38110,1013
23353,422
21024,9234
52464,2516
17034,6804
32268,789
49375,2100
50499,2270
30891,744
30316,726
33398,828
14073,5709
39422,1076
12628,5292
5196,3777
45307,524
48590,1994
22727,10744
33539,829
31446,765
14471,5841
7593,4256
7777,4284
18863,7733
33718,838
21315,9468
7798,4290
14941,6019
49275,2090
52327,2496
5338,3810
6941,4141
17893,7223
9888,4683
37446,984
49709,2147
28379,668
30717,738
28231,666
50649,544
6042,576
5776,3900
43109,1385
39650,1087
22020,628
12687,5310
32681,802
35912,919
8651,4453
9987,4704
8660,4455
53078,2611
16226,6487
19625,8243
36853,957
50365,2247
15144,6088
1567,3005
18947,7790
28108,663
24380,638
32097,781
50603,2285
33804,842
10497,4798
49969,540
43554,1429
39181,1063
18012,7286
9018,4514
48774,2020
36801,956
50752,2298
5658,3881
30861,743
21259,9408
47072,1822
51993,2443
16719,610
43746,1438
5988,3954
13579,5556
4524,3634
32849,807
32913,810
18769,7676
51982,547
12264,5208
53861,2743
22864,10907
15870,6349
40009,1107
520,2824
493,2822
10827,4870
12853,5358
22406,10428
28911,684
29883,710
8646,4452
8689,4459
28818,683
5159,3770
33240,824
10483,4795
47252,1842
38133,1013
1274,2949
50926,2319
40445,1138
33191,819
25047,641
10,339
12599,5287
5981,3951
7124,4172
46476,1776
37907,1007
21501,9596
42822,1354
47975,532
16432,6563
51167,2346
52055,2452
28626,434
6019,3964
50740,2297
37675,992
45151,1654
43385,1410
23784,11844
49152,2069
11619,5049
40642,1153
855,2870
33404,828
34621,872
30237,723
13715,603
13656,5588
46191,1749
16560,6617
8865,4482
34080,852
23728,633
4137,3544
51565,2390
21921,9996
7716,580
17189,6864
41437,1228
35769,912
30594,734
13691,5599
38324,1020
37876,1004
29132,692
50672,2287
46817,1808
31808,774
49034,2054
2631,3229
50812,2307
21508,9604
45510,1682
33405,828
38519,1033
46422,1769
46010,1726
649,2843
18250,7413
52647,552
35313,896
16307,6526
41438,1228
4615,3663
53440,2673
29959,446
5907,3933
29253,698
19241,7978
39397,1076
38719,1043
35086,886
36968,961
51146,2343
8223,4372
46762,1801
28249,666
33203,820
48427,1972
35646,907
1656,3023
49905,2180
36320,936
22061,10088
36526,945
17144,6843
38869,1050
37185,972
31623,450
22277,10331
23704,631
32601,802
37953,1007
52385,2507
30534,734
1936,3084
14324,5802
8788,4470
47684,1882
21542,9645
32984,811
8397,584
50588,2282
8480,4416
33939,464
49929,2184
11104,4932
51188,2348
33097,815
11636,5051
50442,2263
32093,781
13909,5662
30547,734
30359,729
33753,840
23055,11088
1332,2960
37475,984
1463,2980
30895,744
13845,5644
43064,1377
32915,810
50142,2214
30128,720
10385,593
6844,4124
43888,1454
21260,9411
47637,1882
5422,3823
49717,2149
34028,850
53647,2704
20870,9090
17302,6933
892,2874
926,2882
17905,7230
30115,720
3619,3429
7040,4162
28616,675
48801,2025
44108,1557
9161,4541
32427,792
47188,1837
6361,576
50866,2313
22317,10357
29018,687
21752,9820
48202,1948
23483,11486
51981,547
37714,995
32881,810
45396,1668
9394,4586
528,2826
14107,5722
36109,926
51686,2399
33518,829
21389,626
4060,571
28877,684
533,2826
14014,5701
12215,5195
19013,7832
32360,789
35169,891
39454,1077
37829,1002
37669,992
47117,1828
37393,982
43486,1421
15130,6083
4189,3561
51665,2398
29051,687
29403,699
33586,833
21683,9784
4865,3713
51432,2374
43901,511
51254,2355
38590,1037
47924,1915
6289,4020
4969,3734
36174,929
47541,1872
14853,5983
8521,4426
22478,10502
1077,558
31788,773
35314,896
39978,1107
42223,1290
51848,2423
38073,1013
5743,3893
20347,8743
11878,5111
12221,5197
47622,1881
32558,800
3537,3410
43284,507
44227,1572
17487,7025
32252,789
51851,2423
36788,956
50090,2206
36261,936
40048,1112
47610,1880
40875,1176
53589,2699
16465,6580
41552,1236
16529,6604
11745,5075
38415,1025
23783,11843
9036,587
16514,6600
4361,3604
2105,3116
27821,650
10130,4719
21097,9266
12032,596
40229,1123
16767,6678
4153,3547
28498,673
6526,4068
9712,590
21009,9224
40149,1116
1354,2964
11457,5008
46924,1815
33382,827
1441,2975
7410,4223
10352,4770
43766,1439
35118,886
35925,919
50988,544
38815,1046
17522,7050
21395,9513
10356,4771
29846,710
36322,936
22487,10518
21162,9322
50105,2208
39677,1087
52982,2594
9947,4694
8819,4477
53182,2631
18885,7744
5138,3763
43609,507
1109,2914
30559,734
30441,730
3789,3463
27791,649
18147,7352
37530,987
3094,3318
19059,7840
40691,1157
5945,3947
42279,505
42593,1331
31775,773
38888,1050
45545,1687
13643,5584
16313,6529
43613,507
16655,6659
31414,764
35410,900
13554,5551
5594,3869
8305,4387
14978,6033
2948,3294
5949,3948
33914,844
30943,449
32638,459
10846,4872
13232,5465
40502,1143
51979,547
