,carat,x,z
17892,1.24,6.87,4.31
36594,0.3,4.35,2.67
44539,0.51,5.07,3.13
4487,0.71,5.67,3.57
29949,0.33,4.46,2.75
37149,0.32,4.39,2.69
47418,0.57,5.29,3.31
14560,1.0,6.38,3.96
2732,0.91,6.24,3.8
44707,0.57,5.33,3.31
15366,0.3,4.23,2.64
21363,0.3,4.26,2.67
19841,1.21,6.78,4.28
47838,0.53,5.25,3.14
52640,0.27,4.15,2.58
22948,1.06,6.55,4.02
47956,0.68,5.75,3.36
47049,0.54,5.3,3.23
35350,0.42,4.79,2.98
6360,0.32,4.38,2.75
16954,1.01,6.39,3.96
43208,0.5,5.12,3.08
2050,0.32,4.36,2.76
41556,0.51,5.2,3.2
13908,1.01,6.36,4.02
52121,0.7,5.75,3.48
48335,0.63,5.53,3.39
35228,0.27,4.15,2.58
9092,1.32,7.25,4.25
4074,0.31,4.33,2.71
43114,0.52,5.12,3.16
9971,1.14,6.77,4.11
36869,0.42,4.81,2.96
40375,0.54,5.31,3.13
49855,0.67,5.65,3.41
51219,0.5,5.1,3.16
43432,0.62,5.5,3.37
32570,0.38,4.61,2.88
16789,1.21,6.83,4.22
9155,0.9,6.09,3.88
13368,0.24,3.94,2.47
20452,1.1,6.63,4.06
33969,0.32,4.45,2.72
9579,1.08,6.6,4.09
53077,0.9,6.13,3.81
7066,0.33,4.41,2.74
38840,0.73,5.51,3.84
22914,1.5,7.29,4.56
6614,0.9,6.24,3.81
5548,1.02,6.45,3.99
28457,0.32,4.39,2.73
51501,0.7,5.65,3.53
27960,0.3,4.33,2.61
15985,1.22,6.84,4.28
22709,0.35,4.55,2.8
29835,0.24,4.03,2.44
37451,0.35,4.62,2.74
36360,0.41,4.75,2.97
25700,0.34,4.4,2.81
28945,0.3,4.2,2.66
20740,1.31,7.12,4.28
9996,1.0,6.41,3.92
33664,0.6,5.33,3.3
39839,0.52,5.16,3.2
53021,0.73,5.78,3.52
32498,0.41,4.7,2.96
20981,1.14,6.83,4.06
34804,0.31,4.36,2.7
45342,0.52,5.08,3.25
41581,0.25,4.07,2.48
21122,1.02,6.42,3.98
12559,1.01,6.45,3.87
1273,0.77,5.81,3.67
51454,0.72,5.74,3.59
1099,0.7,5.72,3.48
47002,0.53,5.16,3.24
13204,1.12,6.61,4.15
18547,1.25,7.11,4.2
9474,1.03,6.48,4.03
6585,1.09,6.5,4.16
5435,0.77,5.92,3.62
36179,0.45,4.97,3.01
1699,0.72,5.66,3.62
36310,0.32,4.37,2.72
46539,0.51,5.2,3.15
15699,0.29,4.3,2.62
1947,1.02,6.28,4.04
29455,0.32,4.42,2.71
53918,0.76,5.93,3.49
37971,0.41,4.77,2.94
10289,1.03,6.42,3.98
12977,0.91,6.33,3.67
50170,0.56,5.41,3.27
6274,1.0,6.52,3.91
30759,0.25,4.04,2.52
31579,0.35,4.52,2.79
41167,0.38,4.63,2.86
1423,0.91,6.13,3.96
34633,0.31,4.42,2.65
12771,1.51,7.46,4.44
38904,0.34,4.55,2.73
12993,1.02,6.46,4.0
4991,0.9,6.18,3.76
12937,1.09,6.64,4.03
35524,0.43,4.89,2.94
47538,0.55,5.31,3.27
5133,1.0,6.46,3.88
1087,0.71,5.6,3.54
40928,0.3,4.32,2.67
3684,0.81,6.0,3.7
34038,0.33,4.47,2.73
3016,0.73,5.71,3.54
4574,0.76,5.94,3.61
40160,0.62,5.58,3.32
39809,0.57,5.32,3.29
9550,1.0,6.34,3.93
28256,0.33,4.43,2.77
16139,1.2,6.78,4.22
22986,1.87,7.86,4.9
20835,1.01,6.43,3.94
6588,0.97,6.28,3.93
10424,1.24,7.02,4.21
42227,0.39,4.69,2.94
33880,0.3,4.33,2.7
16048,0.3,4.33,2.64
2616,1.01,6.38,4.0
19389,1.51,7.3,4.51
14103,1.21,6.78,4.13
14533,1.24,6.85,4.25
2410,0.81,5.9,3.75
99,0.8,5.97,3.66
21378,0.34,4.5,2.69
16555,1.01,6.55,3.81
23436,1.18,6.88,4.15
37851,0.46,4.83,3.13
2282,0.9,6.15,3.88
46083,0.6,5.39,3.35
3720,0.3,4.25,2.69
19182,1.01,6.5,3.97
17779,1.51,7.28,4.57
3280,0.8,5.96,3.68
11551,1.13,6.73,4.16
39864,0.39,4.67,2.91
23242,1.59,7.52,4.67
40060,0.43,4.91,2.97
15370,0.3,4.36,2.65
4788,1.0,6.21,4.12
53761,0.76,5.88,3.63
46679,0.99,6.01,4.35
20141,1.29,6.96,4.35
25020,0.38,4.66,2.89
41134,0.56,5.23,3.32
20139,1.2,7.0,4.19
37222,0.43,4.84,3.02
48947,0.98,6.61,3.89
40102,0.33,4.41,2.72
3229,0.53,5.25,3.22
20325,1.5,7.35,4.54
31611,0.23,3.87,2.39
42191,0.53,5.43,3.05
1905,1.0,6.41,3.94
40190,0.3,4.31,2.63
39614,0.3,4.33,2.65
43719,0.51,5.05,3.17
49720,0.7,5.67,3.45
5107,0.72,5.79,3.54
31798,0.42,4.84,2.95
13467,1.13,6.72,4.09
7176,1.01,6.62,3.89
17544,1.01,6.36,4.03
52224,0.75,5.9,3.58
31705,0.36,4.56,2.82
38789,0.31,4.4,2.66
31175,0.35,4.52,2.81
17726,0.32,4.45,2.74
2493,0.91,6.27,3.85
35888,0.32,4.41,2.7
41020,0.25,5.33,3.12
21014,1.6,7.59,4.62
13124,1.01,6.26,3.98
44715,0.5,5.09,3.11
35987,0.42,4.78,2.99
40070,0.43,4.86,2.96
18845,1.03,6.51,3.99
32919,0.42,4.82,2.94
32101,0.33,4.43,2.78
34335,0.42,4.78,3.01
31866,0.3,4.34,2.66
12124,1.0,6.35,4.01
19836,1.01,6.4,3.96
4681,0.82,6.02,3.71
34747,0.41,4.77,2.98
9762,1.11,6.59,4.13
49873,0.59,5.39,3.3
15241,1.07,6.53,4.1
36056,0.31,4.33,2.65
29925,0.31,4.36,2.65
20395,0.31,4.27,2.69
41009,0.55,5.2,3.23
27766,0.32,4.41,2.67
43231,0.4,4.74,2.89
1122,0.71,5.7,3.56
32976,0.37,4.61,2.85
8712,0.23,3.96,2.44
13446,1.12,6.64,4.12
27845,0.31,4.29,2.71
1782,0.66,5.64,3.45
20547,1.52,7.31,4.5
43527,0.62,5.4,3.44
36608,0.34,4.43,2.78
27882,0.3,4.26,2.66
30324,0.31,4.33,2.69
140,0.71,5.78,3.51
9085,1.2,6.77,4.16
20147,1.0,6.44,3.94
14236,1.51,7.42,4.49
29767,0.3,4.34,2.62
14005,1.2,6.86,4.21
33862,0.3,4.34,2.66
51246,0.7,5.64,3.56
29003,0.34,4.43,2.79
29435,0.38,4.64,2.92
21454,1.04,6.54,4.03
27754,0.32,4.39,2.73
36133,0.33,4.48,2.77
38237,0.41,4.76,2.95
20939,1.1,6.67,4.1
4640,0.9,6.25,3.62
1860,0.8,5.94,3.68
43878,0.46,5.08,3.0
6212,0.9,6.17,3.82
47959,0.7,5.73,3.49
17127,1.2,6.78,4.28
2332,0.76,5.84,3.62
45729,0.55,5.37,3.19
498,0.7,5.75,3.48
23160,1.76,7.74,4.79
13142,1.01,6.44,3.98
21590,1.12,6.68,4.1
6223,1.0,6.5,3.83
28814,0.39,4.69,2.92
26681,0.3,4.33,2.66
38451,0.31,4.39,2.71
32506,0.4,4.88,2.79
17661,1.07,6.57,4.08
5934,0.9,5.98,3.93
36487,0.32,4.4,2.75
5181,0.83,6.02,3.74
23519,1.53,7.38,4.59
52871,0.73,5.88,3.53
46890,0.7,5.53,3.64
34232,0.4,4.68,2.95
6163,1.0,6.27,3.98
7521,1.01,6.54,3.97
9483,1.02,6.54,3.91
45923,0.53,5.16,3.24
27848,0.33,4.46,2.72
12061,1.01,6.41,4.01
52482,0.73,5.84,3.54
47296,0.3,4.23,2.69
36898,0.4,4.79,2.96
223,0.75,5.78,3.63
22745,1.12,6.67,4.1
35574,0.35,4.56,2.79
48763,0.66,5.59,3.39
1931,0.72,5.73,3.51
47371,0.54,5.26,3.24
1701,0.72,5.71,3.57
30491,0.31,4.38,2.69
23010,0.35,4.56,2.79
23504,1.51,7.27,4.52
871,0.7,5.75,3.48
16225,1.03,6.48,3.95
51155,0.62,5.46,3.39
49082,0.7,5.71,3.55
45106,0.55,5.27,3.25
44672,0.49,5.11,3.14
16998,1.01,6.56,3.94
522,0.83,6.08,3.64
35453,0.32,4.38,2.72
27697,0.41,4.79,2.96
33136,0.31,4.33,2.66
2404,0.67,5.6,3.48
9047,0.4,4.71,2.89
28729,0.31,4.37,2.7
29161,0.33,4.59,2.7
40731,0.37,4.62,2.85
40470,0.38,4.73,2.89
13336,1.22,6.85,4.18
45861,0.5,5.11,3.13
15011,1.51,7.21,4.59
3242,0.7,5.67,3.53
50572,0.85,6.17,3.64
43286,0.31,4.38,2.68
13818,1.12,6.56,4.2
13887,1.03,6.52,3.95
44656,0.35,4.57,2.76
16680,0.32,4.4,2.71
32143,0.32,4.41,2.75
31011,0.35,4.53,2.81
39104,0.41,4.81,2.96
3517,0.71,5.73,3.53
37400,0.46,4.96,3.1
49749,0.62,5.54,3.37
4420,0.7,5.7,3.53
50629,0.23,3.91,2.48
52068,0.54,5.24,3.25
15595,1.14,6.84,4.01
42838,0.41,4.83,2.93
42103,0.51,5.06,3.22
4067,0.31,4.33,2.69
12453,1.0,6.34,3.99
18745,1.24,6.89,4.25
22855,1.53,7.57,4.71
52704,0.74,5.92,3.55
34560,0.38,4.6,2.84
39607,0.26,4.12,2.51
6406,1.02,6.41,3.94
37399,0.37,4.65,2.82
28670,0.24,3.99,2.47
41722,0.5,5.05,3.18
52296,0.25,4.16,2.41
48816,0.51,5.15,3.17
29648,0.35,4.52,2.76
33122,0.39,4.67,2.92
20631,1.39,7.14,4.44
41130,0.35,4.53,2.79
35618,0.37,4.58,2.89
32271,0.3,4.26,2.69
16354,0.3,4.27,2.66
47938,0.56,5.3,3.28
51525,0.7,5.71,3.54
31443,0.34,4.5,2.78
36685,0.43,4.88,2.99
27935,0.28,4.25,2.59
53683,0.58,5.44,3.28
29022,0.31,4.37,2.73
27773,0.32,4.41,2.67
15239,1.29,7.03,4.27
12651,1.22,6.82,4.24
31327,0.3,4.28,2.68
52663,0.71,5.65,3.52
14402,1.06,6.72,3.97
27831,0.31,4.35,2.67
32082,0.33,4.41,2.76
46223,0.5,5.11,3.15
18520,1.6,7.37,4.63
35069,0.32,4.45,2.65
4770,0.96,6.47,3.83
43811,0.51,5.1,3.25
53451,0.7,5.66,3.5
32388,0.42,4.82,2.93
9232,1.02,6.32,4.05
48569,0.63,5.55,3.42
8253,1.11,6.62,4.11
37306,0.31,4.33,2.7
20734,1.01,6.36,4.04
27703,0.39,4.6,2.87
15256,1.29,6.99,4.34
13400,0.32,4.37,2.75
28416,0.43,4.79,3.04
19287,1.0,6.45,4.0
42135,0.57,5.32,3.3
17745,1.0,6.36,4.02
35958,0.33,4.4,2.78
18688,1.5,7.52,4.39
47596,0.79,6.0,3.61
20708,0.31,4.29,2.7
42919,0.53,5.18,3.25
29622,0.34,4.51,2.78
38685,0.3,4.36,2.67
17225,1.22,6.86,4.23
21136,1.52,7.29,4.56
39483,0.41,4.76,2.95
38233,0.4,4.74,2.92
29316,0.31,4.38,2.73
48473,0.56,5.32,3.25
10314,1.03,6.5,4.0
11283,1.05,6.64,3.99
2720,0.26,4.07,2.55
5672,0.9,6.26,3.64
9720,1.01,6.39,4.0
33270,0.32,4.4,2.69
18064,1.2,6.69,4.17
45354,0.56,5.27,3.28
1421,0.78,5.94,3.64
13077,1.06,6.56,4.0
31706,0.5,5.15,3.1
3566,0.8,5.94,3.59
16161,1.23,6.84,4.22
24045,0.38,4.62,2.84
36650,0.37,4.58,2.86
46715,0.7,5.85,3.34
30804,0.4,4.67,3.0
35733,0.3,4.32,2.67
46901,0.56,5.36,3.24
50479,0.7,5.7,3.41
11521,1.0,6.31,4.02
15670,1.18,6.81,4.15
40951,0.42,4.81,2.95
44250,0.51,5.15,3.17
41122,0.44,4.96,2.97
34368,0.41,4.73,2.98
19157,1.11,6.61,4.11
1382,0.31,4.39,2.69
21230,1.25,6.81,4.28
12670,1.07,6.54,4.04
6175,0.9,6.22,3.87
23808,1.55,7.36,4.59
28822,0.41,4.69,3.01
28501,0.4,4.74,2.96
4600,1.01,6.38,3.94
45257,0.51,5.14,3.17
47575,0.51,5.12,3.17
49899,0.66,5.62,3.46
51592,0.7,5.66,3.5
28686,0.36,4.55,2.84
37519,0.44,4.9,2.96
28591,0.3,4.33,2.65
2717,0.3,4.28,2.68
35029,0.4,4.67,2.97
28037,0.34,4.52,2.71
33218,0.36,4.52,2.85
3458,0.79,6.0,3.65
15297,1.29,7.03,4.33
1497,0.75,5.83,3.62
22461,1.51,7.34,4.5
28847,0.41,4.74,2.97
19275,1.57,7.49,4.49
53509,0.7,5.68,3.53
51244,0.71,5.82,3.38
7134,1.01,6.5,4.01
11371,0.34,4.45,2.78
51968,0.26,4.09,2.55
23321,1.03,6.53,4.01
6191,0.92,6.32,3.82
23129,1.5,7.18,4.61
34118,0.31,4.33,2.72
28047,0.32,4.41,2.74
49515,0.75,5.77,3.62
19276,1.52,7.14,4.65
4458,0.73,5.86,3.53
53665,1.09,6.63,4.11
22409,1.34,7.12,4.33
31679,0.26,4.09,2.54
23443,1.51,7.33,4.42
15445,1.53,7.39,4.61
38108,0.36,4.58,2.83
31379,0.31,4.35,2.62
38811,0.31,4.4,2.72
49086,0.57,5.36,3.27
42627,0.32,4.37,2.73
30356,0.3,4.4,2.6
32647,0.31,4.37,2.66
12690,0.28,4.17,2.59
48778,0.7,5.7,3.53
13318,1.01,6.37,4.01
10221,1.31,7.03,4.36
23373,0.33,4.43,2.74
27902,0.32,4.38,2.69
52087,0.71,5.73,3.55
6695,0.31,4.3,2.73
3595,0.9,6.09,3.82
34483,0.43,4.78,3.02
17554,1.55,7.35,4.64
40130,0.41,4.7,2.95
46115,0.56,5.35,3.26
38503,0.47,4.81,3.15
4533,1.14,6.64,4.23
50339,0.64,5.6,3.42
45586,0.52,5.12,3.18
51846,0.7,5.67,3.55
42090,0.55,5.27,3.25
42286,0.23,3.92,2.47
30489,0.31,4.37,2.71
6805,1.05,6.45,4.04
32877,0.36,4.55,2.83
13281,1.38,7.34,4.26
19197,1.14,6.73,4.18
9795,1.24,6.89,4.24
41651,0.4,4.73,2.93
42583,0.52,5.15,3.17
53857,0.71,5.67,3.51
16001,1.27,6.92,4.32
38905,0.33,4.51,2.7
17372,0.32,4.33,2.76
37178,0.32,4.36,2.69
8076,1.01,6.34,4.02
38994,0.5,5.1,3.17
33788,0.32,4.41,2.69
38252,0.31,4.31,2.71
10962,1.06,6.59,4.04
38350,0.34,4.58,2.79
633,0.52,5.19,3.18
14541,1.68,7.48,4.8
1398,0.24,4.0,2.46
41901,0.59,5.34,3.33
2202,0.72,5.73,3.5
50329,0.65,5.6,3.39
42773,0.44,4.9,3.06
32156,0.28,4.26,2.6
52781,0.83,6.04,3.77
37332,0.43,4.83,3.01
30463,0.41,4.71,2.99
49053,0.7,5.72,3.48
24048,0.38,4.62,2.88
37290,0.32,4.38,2.77
13922,1.01,6.07,4.1
46622,0.3,4.27,2.64
47374,0.57,5.44,3.27
7399,0.33,4.41,2.76
52670,0.7,5.67,3.53
13727,0.27,4.16,2.55
48647,0.34,4.46,2.76
18426,1.24,6.94,4.24
34375,0.41,4.74,2.96
50401,0.71,5.74,3.55
12329,1.1,6.61,4.09
33441,0.32,4.42,2.71
44733,0.57,5.28,3.29
32301,0.37,4.65,2.83
44047,0.51,5.02,3.23
45819,0.53,5.29,3.19
10804,0.99,6.34,3.99
8733,0.9,6.27,3.85
16628,1.07,6.53,4.09
31933,0.3,4.36,2.67
43596,0.31,4.33,2.71
50625,0.3,4.33,2.69
42520,0.5,5.01,3.28
44496,0.51,5.05,3.18
14557,1.0,6.47,3.89
9530,1.01,6.49,3.97
52965,0.24,3.98,2.43
15819,1.0,6.54,3.94
11417,1.16,6.8,4.08
36516,0.3,4.28,2.66
14818,1.0,6.52,3.9
45260,0.54,5.22,3.25
34662,0.31,4.35,2.67
30442,0.32,4.37,2.7
45858,0.7,5.66,3.55
42403,0.53,5.15,3.24
30591,0.31,4.34,2.7
37526,0.31,4.38,2.72
2751,0.81,5.88,3.72
39219,0.45,5.1,2.91
34421,0.3,4.32,2.7
14066,0.3,4.27,2.68
17093,1.17,6.75,4.33
38684,0.3,4.28,2.65
37999,0.43,4.9,2.98
32578,0.36,4.56,2.82
5506,0.91,6.14,3.77
29600,0.35,4.48,2.83
29633,0.32,4.39,2.73
45381,0.5,5.09,3.19
7676,1.2,6.7,4.23
28544,0.3,4.33,2.65
5002,0.91,6.14,3.77
40186,0.52,5.15,3.19
22258,1.08,6.55,4.06
41535,0.42,4.83,2.96
28998,0.34,4.49,2.76
38551,0.5,5.09,3.15
19250,1.32,7.06,4.37
41144,0.5,5.06,3.18
7252,1.01,6.37,4.04
43803,0.58,5.32,3.33
4810,1.02,6.57,3.88
3404,0.31,4.26,2.73
14769,1.22,6.92,4.22
13304,1.11,6.7,4.1
14866,1.01,6.46,3.88
27919,0.32,4.45,2.66
49771,0.5,5.12,3.17
28816,0.31,4.38,2.62
37043,0.34,4.51,2.76
18873,1.11,6.65,4.1
27961,0.3,4.25,2.66
1752,0.71,5.73,3.57
42400,0.43,4.79,2.98
15946,1.0,6.39,3.98
33559,0.41,4.79,2.96
48572,0.59,5.34,3.3
52189,0.7,5.66,3.54
47207,0.5,5.05,3.16
34037,0.33,4.41,2.75
21210,1.0,6.47,3.99
43331,0.48,5.1,3.1
50232,0.7,5.66,3.55
49304,0.24,3.99,2.46
22640,1.51,7.3,4.53
28596,0.3,4.28,2.69
38712,0.36,4.56,2.82
2625,0.9,6.05,3.95
46590,0.54,5.31,3.21
12788,1.19,6.73,4.28
5231,1.04,6.55,3.95
36821,0.7,5.64,3.71
9315,1.11,6.61,4.11
18097,1.2,6.8,4.23
50047,0.7,5.72,3.53
10644,1.03,6.47,3.94
21044,0.31,4.28,2.71
27910,0.26,4.12,2.51
32887,0.36,4.6,2.83
41614,0.24,3.98,2.46
53375,0.85,6.1,3.76
22562,1.29,6.94,4.34
28879,0.31,4.37,2.69
22587,1.25,6.98,4.27
13510,1.06,6.52,4.06
38175,0.4,4.73,2.94
47017,0.56,5.27,3.29
41192,0.48,5.05,3.11
29452,0.3,4.28,2.65
53755,0.7,5.56,3.56
19763,1.0,6.4,3.95
18922,1.77,7.78,4.81
36798,0.34,4.45,2.79
34667,0.31,4.33,2.71
37689,0.43,4.84,2.95
2816,1.0,6.25,4.09
16561,1.09,6.69,4.08
29009,0.34,4.44,2.81
11309,1.13,6.69,4.15
6679,1.03,6.5,3.98
31141,0.38,4.64,2.9
1906,1.0,6.07,4.03
1719,0.32,4.34,2.75
31004,0.45,4.92,3.03
35474,0.39,4.75,2.89
23584,1.24,6.94,4.25
18890,1.3,6.97,4.34
30938,0.24,3.99,2.48
21754,1.51,7.19,4.62
1647,0.72,5.79,3.54
7282,1.0,6.34,3.97
20160,1.02,6.44,3.96
15937,1.2,6.75,4.25
7271,1.04,6.52,3.99
12219,1.0,6.4,3.93
38621,0.31,4.36,2.72
45126,0.51,5.09,3.19
33981,0.41,4.67,2.97
40747,0.47,5.0,3.05
19101,1.2,6.77,4.22
44757,0.52,5.13,3.18
15151,2.06,8.03,5.15
28654,0.32,4.41,2.69
39378,0.4,4.76,2.95
7880,0.9,6.19,3.89
32794,0.31,4.46,2.67
36712,0.42,4.88,2.92
46946,0.52,5.17,3.2
44064,0.54,5.26,3.17
2778,0.71,5.71,3.6
35581,0.35,4.53,2.8
35222,0.33,4.43,2.75
20158,1.21,6.76,4.27
42647,0.4,4.7,2.89
6943,0.91,6.2,3.85
7222,1.04,6.49,4.08
50493,0.75,5.82,3.63
7154,1.22,6.75,4.3
23633,1.5,7.28,4.46
6576,1.0,6.43,3.95
18973,1.21,6.89,4.21
47556,0.7,5.73,3.55
31479,0.34,4.49,2.71
17509,1.01,6.38,3.98
38488,0.42,4.77,2.99
31858,0.3,4.36,2.65
37130,0.37,4.75,2.81
3928,0.9,6.15,3.85
43355,0.44,4.99,2.93
32878,0.36,4.62,2.8
33632,0.37,4.68,2.82
17435,1.23,6.83,4.26
8744,0.9,6.19,3.78
50973,0.31,4.33,2.75
19458,2.01,7.94,4.89
15220,1.15,6.62,4.16
38846,0.56,5.34,3.21
11487,1.09,6.64,4.07
6965,1.01,6.29,4.0
6970,1.0,6.63,3.73
46027,0.57,5.35,3.29
23244,1.31,7.23,4.28
42934,0.36,4.52,2.8
18330,1.04,6.5,4.01
10280,1.04,6.48,4.02
20189,1.51,7.23,4.52
53178,0.71,5.7,3.53
19102,1.01,6.46,3.96
15106,1.21,6.78,4.18
202,0.7,5.77,3.48
35022,0.4,4.71,2.98
1993,0.81,6.23,3.83
33498,0.32,4.36,2.73
19098,1.19,6.83,4.2
32279,0.3,4.31,2.69
8965,1.03,6.53,4.03
20602,1.5,7.3,4.53
13140,1.22,6.86,4.29
41933,0.4,4.75,2.91
33282,0.31,4.27,2.73
46448,0.54,5.23,3.21
48039,0.79,6.03,3.54
45016,0.54,5.29,3.26
31154,0.41,4.73,2.97
19384,1.55,7.5,4.54
53531,0.71,5.78,3.57
39068,0.4,4.74,2.96
33177,0.41,4.73,2.96
47977,0.38,4.66,2.9
49130,0.56,5.35,3.24
5883,1.02,6.37,3.99
21898,2.06,8.33,4.88
3669,1.03,6.42,4.01
47703,0.58,5.3,3.33
41774,0.49,5.12,3.12
12859,1.05,6.51,4.04
19547,1.02,6.57,3.94
33817,0.4,4.64,2.98
15482,1.22,6.85,4.21
52090,0.71,5.68,3.53
18967,1.01,6.42,3.95
6464,1.0,6.43,3.99
30970,0.39,4.68,2.86
10646,1.01,6.36,4.0
23024,0.3,4.27,2.67
38776,0.31,4.35,2.67
2615,0.82,6.03,3.68
30670,0.4,4.72,2.94
12684,1.01,6.29,4.03
44698,0.6,5.43,3.3
33848,0.3,4.33,2.66
28172,0.36,4.65,2.84
1374,0.75,5.87,3.61
1722,0.32,4.38,2.71
50992,0.31,4.37,2.73
10716,0.31,4.38,2.75
30015,0.4,4.71,2.92
14339,1.0,6.38,4.01
38723,0.41,4.73,2.92
18683,1.57,7.5,4.64
12967,1.25,7.03,4.18
40044,0.52,5.18,3.2
51260,0.58,5.36,3.31
14177,1.17,6.83,4.22
9091,0.91,6.17,3.74
10057,0.31,4.36,2.7
16085,1.01,6.42,3.96
29211,0.32,4.41,2.71
12151,1.1,6.64,4.08
44495,0.51,5.05,3.23
4175,0.92,6.36,3.77
1362,1.5,7.26,4.7
16000,1.57,7.43,4.6
13546,1.06,6.5,4.05
14414,1.08,6.39,4.1
52898,0.71,5.82,3.51
24710,0.31,4.49,2.59
13057,1.01,6.47,3.87
15307,1.03,6.65,3.95
38254,0.31,4.29,2.69
29103,0.34,4.53,2.8
19785,1.51,6.95,4.72
14860,1.14,6.74,4.08
21884,1.22,6.96,4.2
348,0.82,6.01,3.72
15431,1.0,6.33,3.96
37160,0.32,4.44,2.77
31319,0.32,4.37,2.74
26357,0.32,4.37,2.71
49383,0.48,5.04,3.07
29877,0.3,4.25,2.68
7285,0.9,6.13,3.72
48775,0.7,5.76,3.36
37368,0.4,4.74,2.87
45906,0.54,5.26,3.23
34164,0.33,4.48,2.74
37120,0.42,4.81,3.02
33510,0.4,4.71,2.95
35373,0.41,4.71,2.95
3093,0.9,6.09,3.86
30709,0.36,4.63,2.82
18004,1.09,6.68,4.02
49419,0.55,5.27,3.26
18723,1.75,7.83,4.75
2967,0.91,6.16,3.88
9985,1.26,7.04,4.19
20517,1.01,6.31,4.01
46831,0.54,5.22,3.23
27785,0.41,4.84,2.94
44923,0.5,5.16,3.16
38993,0.34,4.51,2.77
50703,0.53,5.21,3.2
50504,0.71,5.63,3.6
22832,1.51,7.29,4.52
29777,0.3,4.28,2.67
39446,0.41,4.87,2.86
4730,0.34,4.48,2.77
41479,0.56,5.35,3.25
48924,0.7,5.73,3.49
49285,0.7,5.65,3.53
52209,0.8,5.83,3.68
16155,1.04,6.5,4.03
29533,0.3,4.3,2.61
50715,0.67,5.5,3.46
16802,1.28,6.93,4.32
38578,0.4,4.72,2.96
9053,0.34,4.52,2.79
16144,1.28,6.92,4.33
8931,1.01,6.53,3.94
16003,1.05,6.52,4.11
40428,0.4,4.74,2.87
1117,0.74,5.78,3.6
43838,0.62,5.55,3.35
17260,1.23,6.84,4.25
40626,0.41,4.79,2.95
722,0.36,4.57,2.83
2458,0.89,6.24,3.79
1515,0.91,6.05,3.93
35416,0.4,4.8,2.87
9561,1.1,6.66,4.04
20964,1.01,6.39,4.02
36103,0.37,4.66,2.83
38884,0.4,4.75,2.91
13035,0.38,4.61,2.83
27901,0.4,4.74,2.83
4516,1.0,6.27,4.07
2140,0.84,6.02,3.76
36512,0.33,4.45,2.76
34511,0.33,4.45,2.73
1429,0.9,6.08,3.86
12721,1.04,6.46,4.01
36590,0.33,4.49,2.75
47830,0.58,5.4,3.23
35018,0.4,4.72,2.96
18459,2.12,8.39,4.99
1634,0.76,5.85,3.64
23560,1.21,6.83,4.22
15486,1.08,6.63,4.09
24703,0.32,4.39,2.74
11736,1.54,7.4,4.56
47197,0.5,5.15,3.08
28699,0.43,4.88,2.96
27847,0.3,4.31,2.63
16513,1.0,6.38,3.95
36936,0.23,3.94,2.48
19895,1.51,7.33,4.44
35842,0.34,4.59,2.74
41821,0.5,5.15,3.13
46537,0.51,5.18,3.18
28211,0.38,4.62,2.85
12091,1.17,6.65,4.17
457,0.71,5.75,3.54
175,0.83,5.85,3.79
10573,0.9,6.1,3.84
36153,0.33,4.43,2.75
20852,1.24,6.98,4.25
433,0.76,5.93,3.49
6045,0.32,4.37,2.73
11909,0.9,6.17,3.77
13147,0.9,6.31,3.74
6858,0.8,5.95,3.71
30042,0.3,4.23,2.62
10654,1.01,6.53,3.97
13576,1.21,6.81,4.23
2422,0.95,6.22,3.88
2931,0.71,5.74,3.52
19719,1.5,7.21,4.55
4023,0.96,6.52,3.67
38138,0.3,4.3,2.66
49259,0.71,5.7,3.57
46930,0.52,5.16,3.23
7011,1.1,6.68,4.08
18610,1.21,6.82,4.28
29106,0.34,4.54,2.78
35193,0.31,4.36,2.67
23383,0.36,4.56,2.78
7915,1.15,6.83,4.13
7655,0.9,6.19,3.81
995,0.54,5.3,3.26
41501,0.58,5.29,3.35
32407,0.41,4.74,2.98
38162,0.34,4.46,2.78
43201,0.53,5.11,3.2
10012,1.01,6.48,4.01
10361,1.15,6.87,4.11
7875,0.9,6.09,3.9
31000,0.35,4.51,2.82
23075,1.52,7.47,4.52
2706,0.31,4.36,2.68
17572,1.17,6.73,4.25
23246,1.51,7.3,4.58
36508,0.35,4.55,2.81
14718,0.3,4.24,2.69
35778,0.32,4.41,2.74
8226,1.0,6.43,3.95
50097,0.61,5.49,3.36
9459,1.05,6.49,4.05
33849,0.3,4.3,2.65
5797,0.91,6.2,3.86
38782,0.31,4.38,2.7
45023,0.54,5.24,3.22
28159,0.3,4.3,2.67
8808,0.91,6.21,3.89
51044,0.7,5.68,3.52
7162,0.97,6.49,3.85
21668,1.5,7.14,4.62
40388,0.42,4.9,2.94
36044,0.34,4.49,2.78
14867,1.01,6.35,4.03
1170,0.7,5.72,3.52
53834,0.7,5.65,3.52
32000,0.28,4.21,2.63
10907,1.01,6.27,4.05
13831,1.25,6.88,4.29
39500,0.33,4.44,2.71
14596,1.24,7.02,4.2
2516,0.7,5.67,3.48
21489,1.7,7.55,4.76
50818,0.71,5.72,3.58
23605,1.3,6.97,4.36
38294,0.3,4.33,2.65
30057,0.41,4.7,2.97
36202,0.31,4.35,2.69
53366,0.77,5.9,3.62
20379,0.31,4.29,2.7
